mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_test_Precision,split1_test_Precision,split2_test_Precision,split3_test_Precision,split4_test_Precision,mean_test_Precision,std_test_Precision,rank_test_Precision,split0_test_Recall,split1_test_Recall,split2_test_Recall,split3_test_Recall,split4_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,split0_test_F1_Score,split1_test_F1_Score,split2_test_F1_Score,split3_test_F1_Score,split4_test_F1_Score,mean_test_F1_Score,std_test_F1_Score,rank_test_F1_Score
0.04401555061340332,0.0027923386710217908,0.0059639930725097655,0.0004151863442071027,5,50,"{'max_depth': 5, 'n_estimators': 50}",0.7421875,0.7578125,0.75390625,0.76171875,0.7803921568627451,0.759203431372549,0.012448499160530207,4,0.7886178861788617,0.7952755905511811,0.7681159420289855,0.7923076923076923,0.7702702702702703,0.782917476267398,0.011423056109796886,4,0.708029197080292,0.7372262773722628,0.7737226277372263,0.7518248175182481,0.8382352941176471,0.7618076427651352,0.04377025086268456,4,0.7461538461538462,0.7651515151515151,0.7709090909090909,0.7715355805243446,0.8028169014084507,0.7713133868294495,0.018240917770996512,4
0.0866180419921875,0.0016529692011468659,0.00854787826538086,0.0003403096834564793,5,100,"{'max_depth': 5, 'n_estimators': 100}",0.76171875,0.7734375,0.75,0.765625,0.7803921568627451,0.766234681372549,0.01035997041734438,3,0.796875,0.8062015503875969,0.762589928057554,0.7938931297709924,0.7702702702702703,0.7859659756972828,0.01663802775631358,3,0.7445255474452555,0.7591240875912408,0.7737226277372263,0.7591240875912408,0.8382352941176471,0.7749463288965222,0.032963923150131434,3,0.769811320754717,0.7819548872180451,0.7681159420289855,0.7761194029850746,0.8028169014084507,0.7797636908790546,0.012523996292948739,3
0.056090784072875974,0.0004071706993429005,0.0061304569244384766,0.00026642023287505725,10,50,"{'max_depth': 10, 'n_estimators': 50}",0.7890625,0.8125,0.7890625,0.8203125,0.8235294117647058,0.8068933823529412,0.014994299486297278,1,0.8120300751879699,0.8248175182481752,0.7985611510791367,0.8421052631578947,0.8181818181818182,0.8191391651709988,0.014384684132939113,1,0.7883211678832117,0.8248175182481752,0.8102189781021898,0.8175182481751825,0.8602941176470589,0.8202340060111636,0.023460291945026187,1,0.8,0.8248175182481752,0.8043478260869565,0.8296296296296296,0.8387096774193549,0.8195009302768232,0.014897888932817672,1
0.11046466827392579,0.000403509554630943,0.008897781372070312,0.00012280783405081377,10,100,"{'max_depth': 10, 'n_estimators': 100}",0.77734375,0.8125,0.77734375,0.8046875,0.8196078431372549,0.7982965686274509,0.017747073587863843,2,0.8125,0.8201438848920863,0.7857142857142857,0.8270676691729323,0.8125,0.811585167955861,0.014028085135373734,2,0.7591240875912408,0.8321167883211679,0.8029197080291971,0.8029197080291971,0.8602941176470589,0.8114748819235725,0.03375320353478914,2,0.7849056603773585,0.8260869565217391,0.7942238267148014,0.8148148148148148,0.8357142857142857,0.8111491088285998,0.019053652514677916,2
